gsid,formal_name,district,station_id,year,month,rainfall_sum
8,Dadeldhura,Dadeldhura,104,2002,9,325.6
8,Dadeldhura,Dadeldhura,104,2002,10,9.8
8,Dadeldhura,Dadeldhura,104,2002,11,10.2
8,Dadeldhura,Dadeldhura,104,2002,12,0
8,Dadeldhura,Dadeldhura,104,2003,1,43.8
8,Dadeldhura,Dadeldhura,104,2003,2,157.6
8,Dadeldhura,Dadeldhura,104,2003,3,66.7
8,Dadeldhura,Dadeldhura,104,2003,4,25
8,Dadeldhura,Dadeldhura,104,2003,5,31.8
8,Dadeldhura,Dadeldhura,104,2003,6,93.8
8,Dadeldhura,Dadeldhura,104,2003,7,269.2
8,Dadeldhura,Dadeldhura,104,2003,8,264
8,Dadeldhura,Dadeldhura,104,2003,9,425.7
8,Dadeldhura,Dadeldhura,104,2003,10,0
8,Dadeldhura,Dadeldhura,104,2003,11,3.4
8,Dadeldhura,Dadeldhura,104,2003,12,10.4
8,Dadeldhura,Dadeldhura,104,2004,1,69.4
8,Dadeldhura,Dadeldhura,104,2004,2,4.8
8,Dadeldhura,Dadeldhura,104,2004,3,0
8,Dadeldhura,Dadeldhura,104,2004,4,115
8,Dadeldhura,Dadeldhura,104,2004,5,71.7
8,Dadeldhura,Dadeldhura,104,2004,6,141.6
8,Dadeldhura,Dadeldhura,104,2004,7,231
8,Dadeldhura,Dadeldhura,104,2004,8,368.7
8,Dadeldhura,Dadeldhura,104,2004,9,152
8,Dadeldhura,Dadeldhura,104,2004,10,40
8,Dadeldhura,Dadeldhura,104,2004,11,0
8,Dadeldhura,Dadeldhura,104,2004,12,0
8,Dadeldhura,Dadeldhura,104,2005,1,82.7
8,Dadeldhura,Dadeldhura,104,2005,2,90.1
8,Dadeldhura,Dadeldhura,104,2005,3,56.4
8,Dadeldhura,Dadeldhura,104,2005,4,9.8
8,Dadeldhura,Dadeldhura,104,2005,5,23.6
8,Dadeldhura,Dadeldhura,104,2005,6,90.5
8,Dadeldhura,Dadeldhura,104,2005,7,260.2
8,Dadeldhura,Dadeldhura,104,2005,8,134.2
8,Dadeldhura,Dadeldhura,104,2005,9,316.6
8,Dadeldhura,Dadeldhura,104,2005,10,8.2
8,Dadeldhura,Dadeldhura,104,2005,11,0
8,Dadeldhura,Dadeldhura,104,2005,12,30
8,Dadeldhura,Dadeldhura,104,2006,1,4.8
8,Dadeldhura,Dadeldhura,104,2006,2,2.2
8,Dadeldhura,Dadeldhura,104,2006,3,48
8,Dadeldhura,Dadeldhura,104,2006,4,69.2
8,Dadeldhura,Dadeldhura,104,2006,5,66.2
8,Dadeldhura,Dadeldhura,104,2006,6,97.7
8,Dadeldhura,Dadeldhura,104,2006,7,285.4
8,Dadeldhura,Dadeldhura,104,2006,8,233.9
8,Dadeldhura,Dadeldhura,104,2006,9,84.7
8,Dadeldhura,Dadeldhura,104,2006,10,23.3
8,Dadeldhura,Dadeldhura,104,2006,11,9.8
8,Dadeldhura,Dadeldhura,104,2006,12,15.6
